jurisdiction,topic_key,topic_label,source_url,notes
North Dakota,benefits_mandates,Employee Benefits Mandates (like state retirement savings programs),https://www.mortonnd.gov/vertical/sites/%7B90CBB59C-38EA-4D41-861A-81C9DEBD6022%7D/uploads/2025.3_Open_Enrollment_Guide.pdf,2025 Open Enrollment Benefits Guide – 
Ohio,minimum_wage,Minimum Wage,https://codes.ohio.gov/ohio-revised-code/chapter-4111,Chapter 4111 - Ohio Revised Code – 
Ohio,overtime,Overtime & Hours,https://codes.ohio.gov/ohio-revised-code/section-4111.03,Section 4111.03 - Ohio Revised Code – 
Ohio,paid_sick_leave,Paid Sick Leave,https://www.workforcehub.com/hr-laws-and-regulations/ohio/ohio-paid-sick-leave-laws/,Paid Sick Leave Requirements in Ohio | WorkforceHub – 
Ohio,family_medical_leave,Paid Family / Medical Leave (PFML),https://codes.ohio.gov/ohio-administrative-code/rule-3349-7-60,Rule 3349-7-60 | Family and medical leave. – 
Ohio,final_pay,Final Pay / Vacation Payout,https://www.lawinfo.com/resources/wages/ohio/what-are-the-rules-on-final-paychecks-in-ohio.html,Wage and Hour Resources: What are the rules on final paychecks in Ohio? – 
Ohio,pay_frequency,Pay Frequency & Payday Timing,https://codes.ohio.gov/ohio-revised-code/section-4113.15,Section 4113.15 - Ohio Revised Code – 
Ohio,harassment_training,Harassment Training,https://das.ohio.gov/wps/wcm/connect/gov/b4d81f71-ae25-4a35-8e8f-66b95b0f9f66/HR-14+Anti-Discrimination+and+Anti-Harassment+Policy+%26+Reporting+Procedures+11032023+%281%29.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_79GCH8013HMOA06A2E16IV2082-b4d81f71-ae25-4a35-8e8f-66b95b0f9f66-oLa6fLb,State of Ohio Anti-Discrimination and Anti-Harassment Policy – 
Ohio,posting_requirements,Posting Requirements,https://das.ohio.gov/employee-relations/policies/labor-employment-law-posting-requirements,Labor/Employment Law Posting Requirements for State ... – 
Ohio,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://www.ohio.edu/accessibility/pregnant-workers-fairness-act,Pregnant Workers Fairness Act | Ohio University – 
Ohio,meal_rest_breaks,Meal & Rest Breaks,https://codes.ohio.gov/ohio-administrative-code/rule-3364-25-13,Rule 3364-25-13 - Ohio Administrative Code – 
Ohio,jury_duty_leave,Jury Duty Leave,https://codes.ohio.gov/ohio-revised-code/section-2313.19,Section 2313.19 - Ohio Revised Code – 
Ohio,bereavement_leave,Bereavement Leave,https://codes.ohio.gov/ohio-administrative-code/rule-123:1-34-09,Rule 123:1-34-09 | Bereavement leave. – 
Ohio,non_compete,Non-Compete Enforcement Rules,https://www.ftc.gov/system/files/ftc_gov/pdf/Noncompete-Rule-Constituent-Support--Ohio.pdf,Constituent Support for the FTC's Noncompete Rule: Ohio – 
Ohio,background_checks,Background Check / Ban-the-Box,https://civ.ohio.gov/wps/portal/gov/civr/decisions-and-publications/informational-brochures/7-questioning-applicants,Pre-Employment Inquiries and Questions – 
Ohio,mini_warn,Mini-WARN & Separation Notices,https://www.littler.com/news-analysis/asap/ohio-enacts-mini-warn-act-requiring-notice-components-addition-federal-warn,Ohio Enacts Mini-WARN Act Requiring Notice Components in Addition to Federal WARN – 
Ohio,everify,E-Verify / Employment Verification,https://www.e-verify.gov/,E-Verify: Home – 
Ohio,workers_comp,Workers’ Compensation Requirements,https://info.bwc.ohio.gov/wps/portal/gov/bwc/for-employers/rules-and-policies,Rules and policies - Ohio BWC – 
Ohio,prevailing_wage,Prevailing Wage Laws (public contracts),https://wagehour.com.ohio.gov/w3/webwh.nsf/pwrequestweb,PW Rates – 
Ohio,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://codes.ohio.gov/ohio-administrative-code/rule-3357:12-3-05,Rule 3357:12-3-05 - Ohio Administrative Code – 
Ohio,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://www.congress.gov/crs-product/R48555,Regulating Artificial Intelligence: U.S. and International ... – 
Ohio,right_to_work,Right-to-Work Laws (where applicable),https://www.nrtw.org/ohio-janus/,[:en]SPECIAL LEGAL NOTICE TO STATE OF OHIO EMPLOYEES[:] - National Right to Work Foundation – 
Ohio,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://codes.ohio.gov/ohio-revised-code/section-2930.18,Section 2930.18 - Ohio Revised Code – 
Ohio,voting_leave,Voting / Civic Leave,https://das.ohio.gov/wps/wcm/connect/gov/f0acaa70-766d-4b90-8963-a7b5b5cfbdff/HR-23+Poll+Worker+Leave+2023.pdf?MOD=AJPERES&CONVERT_TO=url&CACHEID=ROOTWORKSPACE.Z18_79GCH8013HMOA06A2E16IV2082-f0acaa70-766d-4b90-8963-a7b5b5cfbdff-oHdseEu,OTI Authority Motion – 
Ohio,workplace_safety,Workplace Safety Requirements (OSHA or state-level),https://codes.ohio.gov/ohio-administrative-code/chapter-4123:1-5,Chapter 4123:1-5 - Ohio Administrative Code – 
Ohio,benefits_mandates,Employee Benefits Mandates (like state retirement savings programs),https://ohiodc.org/automatic-enrollment,Ohio Deferred Compensation – 
Oklahoma,minimum_wage,Minimum Wage,https://oklahoma.gov/labor/workplace-rights/wage-hour.html,Wage and Hour Unit - Oklahoma.gov – 
Oklahoma,overtime,Overtime & Hours,https://oklahoma.gov/okdhs/library/policy/current/okdhs/chapter-2/subchapter-1/parts-1/overtime-compensation-and-record-keeping.html,OKDHS:2-1-30. Overtime compensation and record keeping – 
Oklahoma,paid_sick_leave,Paid Sick Leave,https://law.justia.com/codes/oklahoma/title-74/section-74-840-2-20v1/,2024 Oklahoma Statutes :: Title 74. State Government :: §74-840-2.20v1. Leave benefits - Emergency and permanent rules. – 
Oklahoma,family_medical_leave,Paid Family / Medical Leave (PFML),https://oklahoma.gov/okdhs/library/policy/current/okdhs/chapter-2/subchapter-1/parts-1/family-and-medical-leave.html,OKDHS:2-1-47. Family and medical leave – 
Oklahoma,final_pay,Final Pay / Vacation Payout,https://www.oscn.net/applications/oscn/DeliverDocument.asp?CiteID=61417,"Question Submitted by: The Honorable Jerry L. Smith, Oklahoma State Senate – "
Oklahoma,pay_frequency,Pay Frequency & Payday Timing,https://oklahoma.gov/labor/workplace-rights/protect-your-pay.html,Protect Your Pay - Oklahoma.gov – 
Oklahoma,harassment_training,Harassment Training,https://oklahoma.gov/content/dam/ok/en/doc/documents/policy/section-11/op110410.pdf,"Prohibited Discrimination, Harassment and Retaliation – "
Oklahoma,posting_requirements,Posting Requirements,https://oklahoma.gov/omes/divisions/human-capital-management/human-resources/rules-regulations-guidelines/guides-and-publications/workplace-posters.html,Workplace Posters - Oklahoma.gov – 
Oklahoma,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://oklahoma.gov/content/dam/ok/en/workforce/documents/policies/directives/2024/WSD-87-2024-Access-for-All-Star-Accessibility-Framework-Phase-1-Initial-Assessment.pdf,WSD 87-2024 Access for All Star Accessibility Framework ... – 
Oklahoma,meal_rest_breaks,Meal & Rest Breaks,https://oklahoma.gov/okdhs/library/policy/current/okdhs/chapter-2/subchapter-1/parts-2/breaks_and_meal_periods.html,91. Breaks and meal periods - Oklahoma.gov – 
Oklahoma,jury_duty_leave,Jury Duty Leave,https://oklahoma.gov/okdhs/library/policy/current/okdhs/chapter-2/subchapter-1/parts-1/court-or-jury-leave.html,50. Court or jury leave - Oklahoma.gov – 
Oklahoma,bereavement_leave,Bereavement Leave,https://www.workforcehub.com/hr-laws-and-regulations/oklahoma/oklahoma-bereavement-leave-laws/,Oklahoma Bereavement Leave Laws - WorkforceHub – 
Oklahoma,non_compete,Non-Compete Enforcement Rules,https://law.justia.com/codes/oklahoma/title-15/section-15-219a/,2024 Oklahoma Statutes :: Title 15. Contracts :: §15-219A. Noncompetition agreements. – 
Oklahoma,background_checks,Background Check / Ban-the-Box,https://oklahoma.gov/content/dam/ok/en/omes/documents/OMESBackgroundCheckStandard.pdf,OMES Background Check Standard – 
Oklahoma,mini_warn,Mini-WARN & Separation Notices,https://oklahoma.gov/workforce/employers/layoffs.html,Preventing & Managing Layoffs – 
Oklahoma,everify,E-Verify / Employment Verification,https://www.e-verify.gov/,E-Verify: Home – 
Oklahoma,workers_comp,Workers’ Compensation Requirements,https://www.wcc.ok.gov/,Oklahoma Workers' Compensation Commission – 
Oklahoma,prevailing_wage,Prevailing Wage Laws (public contracts),https://oklahoma.gov/odot/business-center/contract-compliance/contractor-compliance/davis-bacon-act-and-payrolls.html,Davis Bacon Act and Payrolls - Oklahoma.gov – 
Oklahoma,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://oklahoma.gov/okdhs/library/policy/current/okdhs/chapter-2/subchapter-1/parts-2/breaks_and_meal_periods.html,91. Breaks and meal periods – 
Oklahoma,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://www.oklegislature.gov/cf_pdf/2025-26%20int/hb/HB1916%20int.pdf,Req. No. 11175 Page 1 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ... – 
Oklahoma,right_to_work,Right-to-Work Laws (where applicable),https://oklahoma.gov/content/dam/ok/en/omes/documents/RightToWorkPosterEnglish.pdf,Right to Work Poster - English - Oklahoma.gov – 
Oklahoma,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://oklahoma.gov/oag/about/divisions/victim-advocacy-and-services-unit/crime-victims-rights.html,Crime Victims' Rights – 
Oklahoma,voting_leave,Voting / Civic Leave,https://oklahoma.gov/elections/voters/time-off-for-voting.html,Time Off for Voting – 
Oklahoma,workplace_safety,Workplace Safety Requirements (OSHA or state-level),https://oklahoma.gov/content/dam/ok/en/labor/documents/safety-and-health/workplace-safety/peosh/Public%20Sector%20Occupational%20Injury%20and%20Illness%20Reporting%20Guidelines%20Rev.%2020230330.pdf,Public Sector Occupational Injury and Illness ... - Oklahoma.gov – 
Oklahoma,benefits_mandates,Employee Benefits Mandates (like state retirement savings programs),https://oklahoma.gov/content/dam/ok/en/omes/documents/BenefitsPartnerManual.pdf,OMES Benefits Partner Manual - Oklahoma.gov – 
Oregon,minimum_wage,Minimum Wage,https://www.oregon.gov/boli/workers/pages/minimum-wage.aspx,BOLI : Oregon Minimum Wage : For Workers – 
Oregon,overtime,Overtime & Hours,https://www.oregon.gov/boli/employers/pages/overtime.aspx,BOLI : Overtime : For Employers : State of Oregon – 
Oregon,paid_sick_leave,Paid Sick Leave,https://www.oregon.gov/boli/workers/pages/paid-leave-oregon-protections.aspx,BOLI : Paid Leave Oregon Protections : For Workers : State of Oregon – 
Oregon,family_medical_leave,Paid Family / Medical Leave (PFML),https://paidleave.oregon.gov/,Paid Leave Oregon: Home – 
Oregon,final_pay,Final Pay / Vacation Payout,https://oregon.public.law/rules/oar_471-031-0045,"OAR 471-031-0045 – Dismissal and Separation Allowances, Vacation Pay, Holiday Pay, and Guaranteed Wage Payments – "
Oregon,pay_frequency,Pay Frequency & Payday Timing,https://www.oregon.gov/boli/workers/pages/paychecks.aspx,BOLI : Paychecks : For Workers : State of Oregon – 
Oregon,harassment_training,Harassment Training,https://www.oregon.gov/boli/workers/pages/sexual-harassment.aspx,BOLI : Sexual harassment : For Workers : State of Oregon – 
Oregon,posting_requirements,Posting Requirements,https://osha.oregon.gov/essentials/Pages/posting-requirements.aspx,Oregon Occupational Safety and Health : Posting requirements : Employer essentials : State of Oregon – 
Oregon,pregnancy_accommodation,Pregnancy / Disability / ADA Accommodations,https://www.oregon.gov/boli/workers/pages/pregnancy-and-nursing-accommodations.aspx,BOLI : Pregnancy accommodations at work : For Workers – 
Oregon,meal_rest_breaks,Meal & Rest Breaks,https://www.oregon.gov/boli/workers/pages/meals-and-breaks.aspx,Meals and breaks : For Workers : State of Oregon - BOLI – 
Oregon,jury_duty_leave,Jury Duty Leave,https://www.oregon.gov/boli/workers/pages/leave-for-jury-duty.aspx,BOLI : Leave for jury duty : For Workers : State of Oregon – 
Oregon,bereavement_leave,Bereavement Leave,https://www.oregon.gov/boli/workers/pages/oregon-family-leave.aspx,BOLI : Oregon Family Leave Act : For Workers – 
Oregon,non_compete,Non-Compete Enforcement Rules,https://www.oregon.gov/boli/employers/pages/noncompetition-agreements.aspx,BOLI : Noncompetition Agreements : For Employers – 
Oregon,background_checks,Background Check / Ban-the-Box,https://www.oregon.gov/boli/workers/Pages/hiring-discrimination.aspx,"BOLI : Hiring discrimination and ""Ban the Box"" : For Workers : State of Oregon – "
Oregon,mini_warn,Mini-WARN & Separation Notices,https://www.oregon.gov/highered/about/workforce/pages/warn.aspx,Higher Education Coordinating Commission : WARN Act Notifications – Worker Adjustment and Retraining Notification : Workforce Investments : State of Oregon – 
Oregon,everify,E-Verify / Employment Verification,https://www.oregon.gov/das/HR/Pages/Verify.aspx,Department of Administrative Services : Verify Employment : Chief Human Resources Office : State of Oregon – 
Oregon,workers_comp,Workers’ Compensation Requirements,https://wcd.oregon.gov/worker/pages/rights-responsibilites.aspx,Oregon Workers' Compensation Division : What are my rights? – 
Oregon,prevailing_wage,Prevailing Wage Laws (public contracts),https://www.oregon.gov/boli/employers/pages/prevailing-wage.aspx,BOLI : Prevailing Wage : For Employers : State of Oregon – 
Oregon,day_of_rest,Day-of-Rest / Predetermined Break Laws,https://www.oregon.gov/boli/workers/pages/meals-and-breaks.aspx,BOLI : Meals and breaks : For Workers : State of Oregon – 
Oregon,biometric_privacy,Biometric Privacy / AI Use Laws (emerging),https://www.gao.gov/assets/gao-24-106293.pdf,"GAO-24-106293, BIOMETRIC IDENTIFICATION ... – "
Oregon,right_to_work,Right-to-Work Laws (where applicable),https://www.oregon.gov/boli/workers/pages/your-rights-at-work.aspx,BOLI : Your Rights at Work : For Workers : State of Oregon – 
Oregon,domestic_violence_leave,Crime Victim / Domestic Violence Leave,https://www.oregon.gov/boli/workers/Pages/domestic-violence-protections-for-workers.aspx,BOLI : Domestic violence protections for workers : For Workers : State of Oregon – 
Oregon,voting_leave,Voting / Civic Leave,https://sos.oregon.gov/elections/Pages/voteinor.aspx,Elections - Voting in Oregon - Oregon Secretary of State – 
Oregon,workplace_safety,Workplace Safety Requirements (OSHA or state-level),https://osha.oregon.gov/Pages/index.aspx,Oregon Occupational Safety and Health : Oregon OSHA Home : State of Oregon – 
Oregon,benefits_mandates,Employee Benefits Mandates (like state retirement savings programs),https://www.oregon.gov/oha/pebb/2016Benefits/SPD.pdf,Summary Plan Description – 
Pennsylvania,minimum_wage,Minimum Wage,https://www.pa.gov/agencies/dli/resources/compliance-laws-and-regulations/labor-management-relations/pennsylvania-s-minimum-wage-act.html,Pennsylvania's Minimum Wage Act – 
Pennsylvania,overtime,Overtime & Hours,https://www.pa.gov/agencies/dli/resources/compliance-laws-and-regulations/labor-management-relations/labor-law/overtime-and-tipped-worker-rules-in-pa.html,Overtime and Tipped Worker Rules in PA – 
Pennsylvania,paid_sick_leave,Paid Sick Leave,https://www.phila.gov/media/20200413150709/Paid-sick-leave-English-20200409-rev.pdf,Paid sick leave law – 
